id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
7695704	Casa con encanto en Castell D´Aro	40419153	Raquel		Castell-Platja d'Aro	41.81588	3.03097	Entire home/apt	500	7	0			1	364
7710790	CASA EN L'EMPORDÀ EN UN ENTORNO ÚNICO	39469442	Neus		Regencós	41.9529	3.17002	Entire home/apt	236	2	16	2020-09-13	0.31	1	364
7721940	Wonderful Panoramic Views	7818309	Mark		Calonge	41.86239	3.06458	Entire home/apt	135	3	2	2018-08-20	0.04	1	0
7722073	Casa con piscina privada	40574401	Ines		Lloret de Mar	41.7273	2.82739	Entire home/apt	242	7	6	2019-08-10	0.16	1	364
7723458	CAN SOLER I DE MERLANT , MASIA CON ENCANTO	40582266	Lourdes		Porqueres	42.13523	2.74534	Entire home/apt	200	2	8	2020-09-13	0.29	6	358
7727176	APARTMENTS PI20 ( 4 PERSONS)	12250930	Marti		Santa Pau	42.16031	2.5113	Entire home/apt	70	2	68	2020-09-12	01.07	2	365
7728258	Costa Brava - Baix Emporda - Santa Cristina d'Aro	40609119	Ferran		Santa Cristina d'Aro	41.84006	2.98291	Entire home/apt	210	7	15	2020-08-01	0.29	2	43
7737870	APARTAMENTO DE 1 DORMITORIO	39030020	Sonia		Lloret de Mar	41.70176	2.84657	Entire home/apt	108	2	7	2019-09-18	0.18	7	365
7738153	Apartamento rural terraza Garrotxa	5937069	Laia		Montagut i Oix	42.26506	2.51461	Entire home/apt	113	2	56	2020-09-27	01.09	3	256
7740887	Casa para 8 pax en Sa Riera	40038611	Patrick		Begur	41.96512	3.20832	Entire home/apt	185	2	131	2020-08-19	02.08	1	64
7742091	Apartamento cerca aeródromo	40693715	Sonia		Castelló d'Empúries	42.25159	3.1037	Entire home/apt	57	2	21	2020-10-09	0.38	2	185
7744141	Ca la mireia is a lovely flat in upper Calonge	38898167	Pitu		Calonge	41.86404	3.06541	Entire home/apt	51	2	44	2020-09-13	0.84	6	203
7746584	Apartamento naturaleza Garrotxa	5937069	Laia		Montagut i Oix	42.26385	2.51492	Entire home/apt	187	2	63	2020-10-14	1.22	3	254
7758178	Apartamento semi-nuevo con piscina en Puigcerdà	40792149	Teresa		Puigcerdà	42.4303	1.93007	Entire home/apt	125	2	40	2020-10-12	0.65	1	321
7768159	Room 2 min from the beach.	40854325	Casa Verd		Cadaqués	42.28833	3.27537	Private room	73	2	51	2020-09-13	0.80	1	89
7768575	Masía Catalana en la Garrotxa - II	40859793	Susi		Sales de Llierca	42.27129	2.59549	Private room	56	2	196	2020-10-25	3.10	3	363
7772070	Дуплекс недалеко от моря	12390031	Mila		Lloret de Mar	41.69715	2.82848	Entire home/apt	89	6	8	2019-08-28	0.15	1	363
7780508	Appartement Résidence Rosas Espagne	40937165	Béatrice		Roses	42.25229	3.18955	Entire home/apt	85	5	16	2020-08-18	0.27	1	362
7783080	Appartement dans l'immeuble GOLF 1	37312218	Patrick		Roses	42.2642	3.15639	Entire home/apt	80	3	0			1	278
7784626	APARTMENTS PI20 ( 2 PERSONS)	12250930	Marti		Olot	42.16077	2.50989	Entire home/apt	50	2	105	2020-10-12	1.66	2	359
7788149	Habitación privada 2PAX en Sant Feliu de Guíxols	40984913	Carles		Sant Feliu de Guíxols	41.7842	3.02961	Private room	47	3	21	2020-07-17	0.40	1	119
7791552	Sa Tuna, Begur, Spain - a home for your holiday	41009460	Graham And Jan		Begur	41.9561	3.22571	Entire home/apt	60	3	16	2020-08-23	0.41	1	270
7804403	Piso luminoso a 2 min estación tren	23819590	Toni		Girona	41.97815	2.81116	Entire home/apt	35	2	79	2020-10-08	1.27	6	361
7813272	appartement face à la mer accès aux plages à pieds	41133211	Alain		Llançà	42.38513	3.15809	Entire home/apt	65	6	45	2020-09-10	0.72	1	364
7819990	Country House⭐Can Simonet Rocabruna⭐Camprodon	1373228	Jordi		Camprodon	42.33739	2.45292	Entire home/apt	116	2	3	2020-08-16	0.26	8	54
7823776	Casa Unifamiliar con vistas al pueblo de Pals	41192738	Agusti		Pals	41.96535	3.15287	Entire home/apt	115	2	7	2020-08-11	0.14	5	0
7829597	bel appartement avec  terrasse	41228987	Stéphanie		Cadaqués	42.28933	3.27202	Entire home/apt	96	3	22	2019-09-03	0.39	1	355
7834921	MASIA DE LUJO en el Girones	18903313	Ferran		Sant Gregori	41.9932	2.7558	Entire home/apt	985	7	0			2	363
7845038	Suite  indépendante dans Villa (15min plages)	8317810	Eugenie		Navata	42.22477	2.8737	Private room	65	1	19	2020-03-08	0.36	2	90
7846267	Villa with Private Pool Walk to Beach	22620558	Victoria		Begur	41.96959	3.20683	Entire home/apt	233	7	18	2020-08-30	0.34	1	181
7865446	Apartamento Ideal Costa Brava	16146885	Maria		Santa Cristina d'Aro	41.81473	2.99584	Entire home/apt	90	2	89	2020-08-23	1.42	1	352
7868175	Apt 70m2 2 hab jardin/piscina/bar y resto privados	16392778	Tiphaine		Blanes	41.66578	2.7827	Entire home/apt	105	7	2	2018-07-31	0.04	2	0
7878984	El Pop Apartment	41532067	Linda		L'Escala	42.12682	3.13369	Entire home/apt	62	4	7	2020-08-22	0.13	6	364
7880349	Charming apartment of 40 m2	41539738	Fiorella		Blanes	41.6747	2.78816	Entire home/apt	40	1	63	2020-08-29	1.00	1	362
7883025	Magnifica casa Vilar Urtx Cerdanya	41389795	Javier		Fontanals de Cerdanya	42.38458	1.90173	Entire home/apt	150	1	0			1	361
7883094	Apartamento  en S'Agaro a 8min de la playa a pie	40932755	Jordi		Sant Feliu de Guíxols	41.79343	3.04622	Entire home/apt	106	6	2	2015-10-13	0.03	1	58
7885189	Casa muy luminosa. Barrio tranquilo	41567838	Montserrat		Olot	42.18376	2.4615	Entire home/apt	83	2	59	2019-10-20	0.93	1	57
7889026	maison au canal avec amarre/piscine/ wifi	41592749	Sylvie		Castelló d'Empúries	42.25446	3.11664	Entire home/apt	120	7	0			1	266
7895673	Lovely house with pool and garden,L'Escala.	41626595	Jordi I Carol		L'Escala	42.10774	3.14815	Entire home/apt	103	6	4	2018-08-04	0.10	1	120
7901560	CABIN "EL RANCHO CHICO" BEGUR	41656179	Jacob		Begur	41.94843	3.19787	Entire home/apt	33	2	105	2020-09-24	1.67	1	365
7941575	T.R Mas Romeu.EL MIRADOR Arbúcies.Wifi teletrabajo	12017543	Francesc		Arbúcies	41.84303	2.45332	Entire home/apt	186	2	0			4	351
7942462	T.Rural Mas Romeu. LA MASIA a 1 hora de Barcelona.	12017543	Francesc		Arbúcies	41.84326	2.45465	Entire home/apt	336	2	0			4	346
7943994	5_Primera línia de mar_PORTdelaSELVA	29477578	Mariona		El Port de la Selva	42.33772	3.20424	Entire home/apt	65	2	14	2020-09-13	0.28	2	213
7944471	Квартира рядом с морем	8651016	Oksana		Blanes	41.66673	2.78301	Entire home/apt	84	3	0			5	364
7946067	Renovated Fisherman's House	41532067	Linda		L'Escala	42.1267	3.13019	Entire home/apt	71	5	9	2020-08-30	0.17	6	354
7959259	Villa in a few meters from the sea.	20260972	Sergey		Calonge	41.83419	3.09127	Entire home/apt	500	5	6	2020-08-26	0.16	1	365
7975775	Frontbeach, spectacular sea views.	37865833	Sa Punta Costa Brava S.L.		Begur	41.98006	3.20518	Entire home/apt	182	7	2	2020-08-29	0.63	33	0
7975781	in the countryside close to Girona	42095383	Josep-Maria		Cornellà del Terri	42.09539	2.84433	Entire home/apt	125	4	0			1	303
7980800	Villa pour 6 personnes avec piscine	42122338	Nelly		Castelló d'Empúries	42.24465	3.11253	Entire home/apt	250	7	2	2020-08-22	0.04	1	179
7992277	Sc11  Duplex with communal pool.	33902031	Property Care		Pals	41.98913	3.19417	Entire home/apt	60	3	8	2019-09-27	0.16	27	304
8003960	Can Ralet	42257024	Tony		Palafrugell	41.90648	3.2028	Entire home/apt	95	2	5	2020-09-27	0.27	1	363
8004223	T2 a l estartit costa brava espagne	35437364	Marie-Therese		Torroella de Montgrí	42.04272	3.19403	Entire home/apt	50	7	1	2015-09-20	0.02	1	358
8004818	Maison de vacances avec piscine	42261725	Karine		Begur	41.94452	3.21299	Entire home/apt	107	6	13	2020-09-05	0.24	1	127
8004836	Casa con jardín a 1min de la playa	3842768	Núria		Calonge	41.84589	3.1004	Entire home/apt	160	3	10	2020-08-22	0.17	1	269
8014144	Piso céntrico. 3 habitaciones 2 baños. WIFI	42260426	Olga		Sant Feliu de Guíxols	41.78444	3.03067	Entire home/apt	65	5	50	2020-02-27	0.85	1	139
8024658	The Museum Apartments 1A: 3-4 pers.	42371913	Carles		Figueres	42.26772	2.95961	Entire home/apt	116	2	6	2018-11-23	0.15	9	178
8025828	Acogedora casita  de pueblo 10 P	27625230	Neus		Navata	42.22399	2.8602	Entire home/apt	329	2	1	2017-05-29	0.02	1	365
8025945	Ubicación fantástica, piscina.Renovado,A/C,Netflix	15211468	Shinka Investments		Palafrugell	41.89113	3.19026	Entire home/apt	92	2	39	2020-09-27	0.77	1	296
8044383	Piso de carácter	41472474	Eric		Castelló d'Empúries	42.25765	3.07542	Entire home/apt	71	2	57	2020-08-29	0.96	1	269
8063833	Private estate for a single family	42590024	Àngels		La Vall de Bianya	42.21018	2.46534	Entire home/apt	190	3	10	2020-09-24	0.21	1	229
8074711	The Museum Apartments 2A: 1-2 pers.	42371913	Carles		Figueres	42.2681	2.95989	Entire home/apt	82	2	47	2020-09-26	0.76	9	175
8075502	The Museum Apartments 1B: 3-4 pers. (Family)	42371913	Carles		Figueres	42.2681	2.95989	Entire home/apt	95	2	13	2019-09-30	0.22	9	178
8075949	The Museum Apartments 1C: 5-6 pers.	42371913	Carles		Figueres	42.26783	2.9596	Entire home/apt	134	2	9	2019-11-26	0.16	9	178
8076094	The Museum Apartments 2B: 3-4 pers.	42371913	Carles		Figueres	42.26782	2.95959	Entire home/apt	106	2	36	2019-09-15	0.60	9	178
8076202	The Museum Apartments 2C-Ap. 3-4p.	42371913	Carles		Figueres	42.26781	2.95958	Entire home/apt	101	2	5	2020-08-30	0.19	9	178
8076287	The Museum Apartments 3A: 1-2 pers.	42371913	Carles		Figueres	42.26782	2.95956	Entire home/apt	72	2	37	2020-08-16	1.10	9	175
8085068	Apartament amb piscina cèntric	42699949	Cristina		Castell-Platja d'Aro	41.81518	3.06225	Entire home/apt	140	2	9	2020-07-27	0.22	1	269
8102002	Costa Brava/Empordà. Palau Sator. Medieval Castle.	42782970	Adrià		Palau-sator	41.98967	3.1103	Entire home/apt	280	2	17	2020-08-26	0.40	1	364
8121638	Сдаю квартиру рядом с морем	34454642	Анна		Lloret de Mar	41.70305	2.8483	Entire home/apt	150	7	0			1	179
8126483	A special place with superb views.	31973470	Carlos		Sant Aniol de Finestres	42.06537	2.62386	Entire home/apt	127	2	127	2020-10-12	02.04	1	341
8127406	Bungalow in Banyoles (Girona)	29142145	Franc		Esponellà	42.1832	2.7941	Entire home/apt	79	2	71	2020-10-18	1.13	1	360
8142940	Apartamento zona residencial Es Cau	42995114	Nathalie		Begur	41.94049	3.21644	Entire home/apt	150	6	12	2019-08-21	0.23	1	88
8145651	VILLA PEDRO	43008037	Estefania		Maçanet de la Selva	41.73949	2.78259	Entire home/apt	370	2	16	2020-07-12	0.30	8	283
8176767	Maison de charme sur la Costa Brava	5931435	Alain		Calonge	41.8794	3.0623	Entire home/apt	100	7	6	2018-07-28	0.11	1	149
8182818	Confortable appartement bord de mer	20861442	Joce		El Port de la Selva	42.3355	3.2041	Entire home/apt	49	2	44	2020-09-23	0.81	1	335
8183451	100m to the beach, sea view, center, 2 bedroom	171093	Vitalina		Roses	42.26023	3.18029	Entire home/apt	63	2	104	2020-09-13	1.82	1	80
8191190	Cozy apartment in Blanes center	10297723	Дарья		Blanes	41.6785	2.78782	Entire home/apt	60	5	2	2018-08-11	0.05	1	365
8200182	CALELLA DE PALAFRUGELL DESPERTAR EN EL MAR	43249637	Jordi		Palafrugell	41.88667	3.18191	Entire home/apt	84	2	142	2020-10-25	2.28	1	342
8208369	Appartement vue magnifique mer aux pieds...UNIQUE	31670230	Sebastien		Castelló d'Empúries	42.24835	3.13229	Entire home/apt	116	4	6	2018-08-25	0.12	1	363
8211389	Bonito apartament muy cerca del mar	43067009	Javier		Lloret de Mar	41.69898	2.83132	Entire home/apt	81	1	27	2019-10-20	0.96	1	364
8215329	LOS ARCOS	26416687	Mariano		Ventalló	42.16486	2.99887	Entire home/apt	179	2	20	2020-08-07	0.34	2	365
8215704	Tourist Team Finques La Selva, Villa Galicia	17388524	Toni		Lloret de Mar	41.72881	2.82698	Entire home/apt	79	1	9	2020-08-09	0.16	7	286
8217825	Tourist Team Finques La Selva, Piso Jover	17388524	Toni		Lloret de Mar	41.69787	2.84581	Entire home/apt	89	1	11	2020-08-17	0.29	7	297
8223376	Piso con garage, Roses centro.	41707590	Olga		Roses	42.26125	3.18141	Entire home/apt	80	2	21	2020-08-28	0.36	1	351
8230972	360-degree view of Cadaqués	26641732	Matthieu		Cadaqués	42.29143	3.2783	Entire home/apt	300	7	20	2020-08-23	0.34	1	289
8234749	Casa Romantica+Meerblick+Garten+Privatpool	43424536	Yourhouseinspain Sabine		Lloret de Mar	41.70589	2.87701	Entire home/apt	75	1	11	2020-09-20	0.18	11	361
8235432	Nines 3B	43427904	Virgili (Agencia Inmobiliaria)		L'Escala	42.12614	3.13541	Entire home/apt	55	7	2	2018-09-08	0.05	8	211
8237229	Apartment with a breathtaking view	12346740	Raimon		Palafrugell	41.88207	3.17749	Entire home/apt	70	3	63	2020-10-23	1.42	59	344
8260073	Athenou Old Town - The best Views	5845740	Núria Puig		Girona	41.98372	2.82688	Entire home/apt	175	1	28	2019-08-04	0.46	2	300
8261290	Athenou Old Town - Aptm. 3 bedrooms	5845740	Núria Puig		Girona	41.98372	2.82688	Entire home/apt	145	1	21	2019-08-08	0.38	2	300
8263722	Dom z basenem i ogrodem	43570883	Grzegorz		Roses	42.29575	3.17617	Entire home/apt	114	5	11	2020-08-29	0.20	1	355
8270339	Apto. Nuevo con Parking grande a 5 min.de la Playa	31653169	Max		Castell-Platja d'Aro	41.81739	3.06394	Entire home/apt	118	2	2	2020-01-03	0.03	1	361
8286378	Girona: historical & vintage	43690147	Elisabeth & Josep		Girona	41.97961	2.82434	Entire home/apt	67	2	128	2020-08-15	02.09	1	115
8302241	Centrico apartamento  9 personas	42912195	MariaJose		Llívia	42.46207	1.9816	Entire home/apt	170	2	41	2020-03-15	0.71	1	358
8308725	Great Apartment in the City Center	3846528	Imma		Girona	41.98503	2.8166	Entire home/apt	64	2	55	2020-09-07	0.89	1	27
8319520	House in S'Agaró with amazing views	43859333	Cris		Sant Feliu de Guíxols	41.79495	3.04339	Entire home/apt	95	7	13	2020-08-31	0.25	1	337
8320572	Masía Catalana en la Garrotxa - I	40859793	Susi		Sales de Llierca	42.2738	2.59634	Private room	55	1	211	2020-10-25	3.38	3	358
8330588	Una casa espectacular ideal para un grupo de 18	43915966	Maria		Vidrà	42.12527	2.3146	Entire home/apt	650	2	3	2019-11-24	0.08	1	355
8331883	Rosas Lisboa Mas Oliva	43182264	Magali		Roses	42.27346	3.18761	Entire home/apt	50	2	31	2020-09-30	0.53	1	269
8352016	Costa Brava-Sant Feliu. Sea front.	44021556	Carme		Sant Feliu de Guíxols	41.77743	3.02934	Entire home/apt	60	2	203	2020-10-22	3.28	1	293
8358132	Appartement proche plage vue unique	44055857	Philippe		L'Escala	42.10781	3.17459	Entire home/apt	80	5	7	2020-08-15	0.13	1	363
8366525	Tourist Team Finques La Selva, Villa Toni	17388524	Toni		Lloret de Mar	41.72966	2.82142	Entire home/apt	89	1	9	2020-07-12	0.18	7	360
8367371	Tourist Team Finques La Selva,Apartment El Vilatge	17388524	Toni		Lloret de Mar	41.70288	2.85371	Entire home/apt	145	1	1	2019-08-18	0.07	7	209
8375393	Vacation house Platja d'Aro-Costa Brava	44142621	Carmen		Castell-Platja d'Aro	41.80824	3.05653	Entire home/apt	200	6	9	2020-08-23	0.23	1	269
8381368	Relax, Vistes i Platges	44165314	Teresa		Palafrugell	41.88465	3.17906	Entire home/apt	160	5	27	2018-08-31	0.44	1	179
8383810	Precioso apartamento en Barri Vell	33772962	Maria		Girona	41.98302	2.82537	Entire home/apt	89	2	42	2020-08-11	0.68	2	361
8385723	Cadaques Centre Sea Front House Primera Línea	13444031	Heidi		Cadaqués	42.28611	3.27651	Entire home/apt	265	6	62	2020-08-30	1.22	1	94
8386356	Platja d`Aro Bungalow! 7 guests	30417552	Marcelo		Castell-Platja d'Aro	41.81742	3.0568	Entire home/apt	100	2	7	2020-08-16	0.11	5	364
8418949	Mas Can Nadal - La Cort (2 pax.)	12212805	Ma Àngels		Albons	42.10481	3.0773	Entire home/apt	57	2	34	2019-09-10	0.55	3	294
8438185	HomeHolidaysRentals Blanes II - Costa Brava	12662170	HomeHolidaysRentals		Blanes	41.66248	2.78183	Entire home/apt	71	2	9	2018-09-06	0.17	1	300
8438592	Casa amb jardí a 4km de las platges	44431015	Maria Àngels		Albons	42.10396	3.08252	Entire home/apt	70	2	10	2020-08-22	0.20	1	295
8452139	2 bedrooms on the beachfront	44493466	Maria		Roses	42.26581	3.16191	Entire home/apt	65	2	167	2020-10-19	03.08	2	361
8481093	Ático duplex muy acogedor	22131091	Puigcerdà		Puigcerdà	42.43028	1.92863	Entire home/apt	75	2	100	2020-10-12	1.71	1	345
8491814	LOFT NEXT TO SKI SLOPES	38064956	Bibiana		Alp	42.33438	1.93823	Entire home/apt	84	2	103	2020-10-12	1.75	1	349
8500121	Chambre vue sur la jolie baie de Rosas	34525638	Patricia		Roses	42.25627	3.18731	Private room	80	2	9	2019-08-24	0.17	1	365
8527520	Can Siso, turismo rural. Habitación Valentina	36352883	Llorenç		Crespià	42.18984	2.7979	Private room	77	2	0			4	363
8528321	Mountain view flat in L'Estartit	27712524	Jeffrey		Torroella de Montgrí	42.05357	3.19648	Entire home/apt	33	2	45	2020-08-27	0.75	1	0
8545264	Maison à Cadaquès/Port Lligat	58182	Mariane		Cadaqués	42.297	3.28885	Entire home/apt	210	4	18	2019-09-21	0.31	1	365
8545807	Rural 18th Century Barn Conversion	44984413	Carol And Perry		Caldes de Malavella	41.82999	2.79071	Entire home/apt	125	3	13	2019-10-17	0.33	1	283
8546213	Can Salva, Costa Brava y Ampurdan!	44989961	Anna		Torroella de Fluvià	42.17596	3.03962	Entire home/apt	314	3	8	2020-08-20	0.15	2	351
8548754	Primera Casa - perfektes Ferienhaus in Pals/Begur	1688171	Helge		Pals	41.99155	3.1897	Entire home/apt	98	5	24	2020-09-19	0.48	1	365
8550201	2 bedroom apartment in Begur center. Sea views, terrace and pool (Ref:H09)	29020859	Sweet Home Costa Brava		Begur	41.95643	3.20773	Entire home/apt	153	1	2	2019-08-03	0.05	9	241
8560036	Casa céntrica a un paso de la PLAYA/WIFI/PARKING	45053308	Jose		Blanes	41.67088	2.78881	Entire home/apt	150	2	3	2018-06-24	0.06	2	364
8560554	Acogedora casa con vistas al mar en Aigua Xelida	13454084	Andrea Y Ramón		Palafrugell	41.92217	3.21537	Entire home/apt	279	1	12	2019-10-13	0.20	1	360
8561197	Estudio   a 2 km de la playa	19964325	Carmen		Castell-Platja d'Aro	41.81989	3.041	Entire home/apt	85	2	38	2020-09-13	0.68	3	351
8562894	The sea view apartment!	45066293	Timur		Castell-Platja d'Aro	41.82069	3.06519	Entire home/apt	137	180	0			1	362
8606792	Quiet Cala Salions. One minute walk to the beach.	1738288	Jose Angel		Tossa de Mar	41.74781	2.96514	Entire home/apt	54	2	50	2020-09-09	0.90	1	180
8612544	Designer house with Panoramic Views and Parking	15965766	Nina		Cadaqués	42.29163	3.2792	Entire home/apt	200	3	31	2020-08-21	0.55	1	352
8619313	Appartment in Platja d'aro , next to the beach	10168448	Romina		Castell-Platja d'Aro	41.81787	3.06862	Entire home/apt	75	7	4	2019-08-20	0.10	1	178
8630898	Ca la Lola i en Quel	9807666	Sandra		Sant Jordi Desvalls	42.08488	2.95344	Entire home/apt	78	2	21	2019-08-22	0.41	2	364
8640019	Vila Rubia beachfront House	3865805	Simon		Cadaqués	42.28861	3.27682	Entire home/apt	270	3	14	2020-09-20	0.27	1	292
8678138	Casa a 500 metros de la playa	20095594	Marcel		Torroella de Montgrí	42.00738	3.18972	Entire home/apt	80	7	9	2019-08-24	0.17	1	307
8678613	Espectacular Villa con piscina particular en Begur	14588245	Luca		Begur	41.92702	3.18577	Entire home/apt	363	3	4	2019-08-10	0.23	1	364
8679279	Duplex in Camprodon	34712673	Gemma		Camprodon	42.31418	2.37063	Entire home/apt	76	2	43	2020-10-12	0.91	1	69
8757735	Two-bedroom apartment - Girona	45927707	Rimarent		Girona	41.97081	2.82275	Entire home/apt	64	1	67	2020-09-06	01.09	35	342
8759251	Apartamento playa de l'Estartit	45934689	Nuria		Torroella de Montgrí	42.04799	3.19101	Entire home/apt	32	6	19	2020-10-24	0.37	1	365
8772557	Casa con vistas al mar	26753598	Alberto		Cadaqués	42.28535	3.293	Entire home/apt	185	7	0			2	331
8787562	Lujoso apartamento en primera linea de mar	46056847	Teresa		Begur	41.96818	3.22991	Hotel room	146	3	72	2020-08-30	1.42	1	365
8803352	Casa grande con piscina y jardín.	25830919	Andrés		Cornellà del Terri	42.08842	2.81255	Entire home/apt	225	4	9	2020-02-23	0.18	1	350
8826531	Casa de campo ideal para niños en la Costa Brava	46232576	Marta		Aiguaviva	41.92047	2.76413	Entire home/apt	325	2	3	2020-03-01	0.14	1	351
8832401	BESALÚ RURAL GUEST-HOUSE  4 to 8 pax CAN FRUITÓS	17554540	Natàlia		Besalú	42.19993	2.70023	Entire home/apt	145	2	15	2020-08-27	0.28	1	321
8838780	Casa familiar con piscina privada	45819816	Maria Luisa		Caldes de Malavella	41.83512	2.77895	Entire home/apt	250	3	26	2020-09-13	0.44	1	358
8843389	casa unifamiliar jardín,barbacoa y piscina privada	46309685	José Rafael		Lloret de Mar	41.71654	2.83337	Entire home/apt	164	3	1	2020-08-22	0.44	1	362
8861906	Apto 1ª línea playa céntrico	46390148	Nuria		Calonge	41.84653	3.10556	Entire home/apt	195	1	5	2016-08-27	0.10	1	0
8864836	Great 6p apartment + terrace + airco + 260m beach.	28726258	Vakantiehuis		L'Escala	42.11287	3.13829	Entire home/apt	66	2	12	2020-09-07	0.22	21	0
8865200	Casa unifamiliar en la Costa Brava	46404244	Oscar		L'Escala	42.10665	3.15108	Entire home/apt	120	4	6	2019-08-03	0.14	1	363
8878116	Masia del S.XVI	46457505	Roser		La Vall d'en Bas	42.12065	2.45818	Private room	40	1	71	2020-10-04	1.16	3	17
8891957	Lounge by the Pool from Magnificent Home in Girona	46522874	Lluís		Girona	41.99538	2.82715	Entire home/apt	209	1	101	2020-10-11	1.91	2	254
8896648	Luxury villa with private pool	45367282	Derek		Palafrugell	41.88948	3.17689	Entire home/apt	400	5	0			1	363
8911368	Villa Melina	36927037	Jan		Begur	41.95102	3.20846	Entire home/apt	159	3	7	2020-09-18	0.18	17	364
8911397	Rustige plek-Gavarras Costa Brava	46608966	Jan Derk		Santa Cristina d'Aro	41.86033	2.97412	Entire home/apt	110	14	4	2016-08-23	0.08	1	83
8920970	Sea-view cozy Aptm w dream pool!	29659311	Jordi		Lloret de Mar	41.70982	2.88082	Entire home/apt	106	3	34	2020-09-14	0.63	1	180
8934027	Habitación Palafrugell-Costa brava	46704965	Margarita		Palafrugell	41.91577	3.15936	Private room	60	2	29	2020-09-13	0.56	1	365
8939466	Disfruta de tus vacaciones en la Costa Brava	46731900	Ignacio		Blanes	41.66831	2.77497	Entire home/apt	50	3	22	2020-07-19	0.42	1	149
8943654	Lovely Beach House	46749651	Marti		Palafrugell	41.9248	3.20699	Entire home/apt	100	5	43	2020-08-01	0.73	1	348
8944972	VILLA  EN PALAFRUGELL - COSTA BRAVA	46757472	Isabel		Palafrugell	41.93121	3.11943	Entire home/apt	300	7	28	2019-09-14	0.50	3	230
8945628	Casa adosada S'Agaró	8560445	Premium Property		Sant Feliu de Guíxols	41.79514	3.04371	Entire home/apt	145	5	4	2020-08-29	0.08	7	364
8967466	Exclusivo alojamiento en Gerona	46864230	Jose Luis		Salt	41.97261	2.79526	Private room	111	1	1	2016-05-08	0.02	1	0
8969036	Apartamento con vistas al mar.	24123084	Manel		Cadaqués	42.28627	3.28169	Entire home/apt	200	15	10	2020-01-01	0.33	2	362
8969173	Magnifique villa neuve 10p. vue mer	46871964	Tanguy		Lloret de Mar	41.72146	2.87145	Entire home/apt	125	7	2	2020-08-08	0.14	1	93
8979050	Penthouse in front of sea with pool in Costa Brava	46402712	Josep		Calonge	41.84823	3.1127	Entire home/apt	100	1	24	2019-10-27	0.46	1	330
9001079	Casa Fuera	36927037	Jan		Pals	41.97602	3.17289	Entire home/apt	112	3	1	2019-08-15	0.07	17	343
9003170	Spectacular view to the sea	47018026	Françoise		Castell-Platja d'Aro	41.8096	3.06628	Entire home/apt	187	2	15	2019-11-03	0.37	1	350
9011953	El Molí Xirau _CostaBrava_Figueres	4211117	Laura		Boadella d'Empordà	42.31712	2.88315	Entire home/apt	539	4	12	2019-08-17	0.21	1	341
9029990	Wonderful sea views in Palamós	33887839	Núria		Palamós	41.84709	3.12657	Entire home/apt	65	3	51	2020-06-07	0.86	1	180
9035659	Villa Gina in Cabanyes 6 pers.	47023358	Carla		Calonge	41.85387	3.06086	Entire home/apt	140	7	2	2019-08-26	0.07	33	205
9040916	VISTAS AL CANAL - ZONA PORT NAUTIC	34267463	Eulalia		Castelló d'Empúries	42.2469	3.12577	Entire home/apt	56	3	14	2019-07-30	0.24	2	363
9044204	Gran piso en Rambla de Girona	33772962	Maria		Girona	41.9825	2.82351	Entire home/apt	107	2	68	2020-02-12	1.16	2	336
9064901	Excepcional casa en Sant Hilari Sacalm	47282165	Jaume		Sant Hilari Sacalm	41.87994	2.51358	Entire home/apt	380	2	0			1	364
9070289	Comfortable apartment in L'Estartit	46638778	Josep Maria		Torroella de Montgrí	42.05057	3.19609	Entire home/apt	45	2	51	2020-08-29	0.87	1	49
9070908	House near to Costa Brava, Montseny’s Natural Park	47311557	Francesca		Arbúcies	41.81926	2.50781	Entire home/apt	224	2	10	2020-08-22	0.23	6	343
9103239	Mas La Coma	46457505	Roser		La Vall d'en Bas	42.12017	2.45757	Private room	40	1	69	2020-10-18	1.15	3	12
9106139	Beach apartment with a terrace	47464991	Robin		Blanes	41.66595	2.78287	Entire home/apt	25	4	34	2019-10-04	0.64	1	365
9124283	Incroyable vue mer, première ligne et moderne	47535659	Gilles		Roses	42.2468	3.18604	Entire home/apt	59	3	47	2020-10-18	0.86	1	359
9124815	Terrific sea views. 50m from the sand	47537792	Laura		Palafrugell	41.91705	3.2055	Entire home/apt	101	2	41	2020-08-15	0.72	1	364
9126438	Villa Frasco met zwembad,tennis	47023358	Carla		Calonge	41.86007	3.09341	Entire home/apt	200	7	4	2019-08-17	0.10	33	164
9133486	3 min. à pied  plage, jardin, garage, wifi, satel	47571041	Adelina		Roses	42.26378	3.1765	Entire home/apt	56	6	20	2020-01-03	0.33	1	146
9155731	Masia en el campo.	46457505	Roser		La Vall d'en Bas	42.12015	2.45801	Private room	40	1	144	2020-10-24	2.37	3	13
9165222	Apartamento en Plena Naturaleza	4989034	Marc		Camprodon	42.32151	2.41782	Entire home/apt	140	3	0			4	180
9165898	Casa para grupos Reiet	4989034	Marc		Camprodon	42.31931	2.41454	Entire home/apt	350	2	1	2017-06-25	0.02	4	365
9176189	Apartamento de 2 personas	4989034	Marc		Camprodon	42.32059	2.41609	Entire home/apt	80	2	1	2019-08-16	0.07	4	365
