id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
26378556	Apartamento vista montaña en Platja d'Aro (P3P)	198358112	Xic		Castell-Platja d'Aro	41.81968	3.07037	Entire home/apt	100	2	4	2020-07-12	0.27	5	300
26382667	Sol y Sombra	135793709	Rob		Begur	41.94766	3.20058	Entire home/apt	89	5	3	2019-08-23	0.14	1	349
26383139	Grand Appart pour 10  splendide vue mer, piscine	29864517	Nicolas		Sant Feliu de Guíxols	41.79349	3.03813	Entire home/apt	400	7	3	2019-08-16	0.11	1	364
26387311	101.77_Apartment with one double bedroom in the center of the town.	151496825	Serveis Immobiliaris		Cadaqués	42.29161	3.27528	Entire home/apt	85	1	7	2020-10-23	0.35	47	94
26387381	Can Xai - Casa rural	198421181	JAmila		Olot	42.19995	2.50068	Private room	536	1	1	2019-11-19	0.09	1	89
26388485	57CT43. CASA TORREBOSCA 43	122326504	Actual		Castell-Platja d'Aro	41.82105	3.06062	Entire home/apt	288	7	0			124	336
26389151	Holiday apartment with 1 bedroom on 54m² in Tossa de Mar	154047241	Novasol		Tossa de Mar	41.7179	2.93189	Entire home/apt	38	28	0			8	0
26389714	Villa de charme avec piscine et grand jardin	39247891	Nawel		Roses	42.26992	3.16461	Entire home/apt	150	3	3	2020-08-15	0.70	1	179
26390867	Apartamento en Portbou a pocos metros del mar	198445876	Ana María		Portbou	42.42565	3.15771	Entire home/apt	43	2	53	2020-09-26	1.90	1	179
26393096	Centre Begur: Traditional Catalan townhouse 2 bed	200125007	Francesc		Begur	41.95459	3.20542	Entire home/apt	86	3	32	2020-09-13	1.16	1	111
26401390	Casa de campo con jardín en el Alt Empordà	135496671	Isabel		Cistella	42.27086	2.84662	Entire home/apt	193	2	8	2020-07-05	0.29	1	203
26403269	Home from Home.	34429458	Jane		Palafrugell	41.89421	3.18091	Private room	96	2	17	2020-09-13	0.62	4	149
26414394	Estudio en  primera linea del mar	198475923	Artem		Roses	42.26352	3.15716	Entire home/apt	60	2	11	2019-11-05	0.39	1	25
26416340	Preciosa casa rural a 5 minutos de la Fageda	100195385	Experiència Rural		Santa Pau	42.14266	2.52616	Entire home/apt	440	2	1	2018-07-29	0.04	14	353
26421588	Apartament 110 m2,Relax Zona, Wi-Fi,jardín grande	192910165	Irene		Roses	42.28292	3.16795	Entire home/apt	50	3	13	2019-08-29	0.47	1	0
26433402	Puerto Simona 11A, T2, très calme, 350m a la plage	58190465	Siri		Roses	42.266	3.15154	Entire home/apt	42	1	10	2020-09-06	0.36	1	350
26435814	Espectacular casa rural en un entorno único	100195385	Experiència Rural		Sant Joan les Fonts	42.19233	2.56671	Entire home/apt	490	2	2	2020-06-25	0.22	14	360
26436934	Apartamento en primera  línea de playa .	198615658	Merce		Castell-Platja d'Aro	41.80835	3.0659	Entire home/apt	83	7	5	2019-08-31	0.18	1	364
26446064	Modern apartment with pool next to Cala SaBoadella	196745258	Cristian		Lloret de Mar	41.69619	2.82521	Entire home/apt	80	30	0			1	180
26447700	Bel appt rénové, terrasse, jardin, 100m de la mer	198865811	Jean		Llançà	42.36712	3.16603	Entire home/apt	100	7	6	2020-08-08	0.23	1	180
26449373	Mun House	110899597	Mun		Bellcaire d'Empordà	42.07563	3.09912	Entire home/apt	140	8	7	2019-09-01	0.26	1	87
26459122	CASA ENCANTADORA EN CENTRO DE PALAMOS	193184295	Gemma		Palamós	41.84818	3.12889	Entire home/apt	417	10	5	2019-08-22	0.19	1	364
26460839	Studio en Blanes	1803571	Carlos & David Brothers		Blanes	41.66545	2.78376	Entire home/apt	82	4	6	2019-08-25	0.22	2	363
26461453	Studio Magdalena with amazing view	19887630	Frankie		Tossa de Mar	41.72371	2.92114	Entire home/apt	100	5	31	2020-09-15	01.09	3	365
26462397	Studio Francesco with amazing view	19887630	Frankie		Tossa de Mar	41.72379	2.92255	Entire home/apt	75	5	25	2020-08-25	0.88	3	365
26462867	S'agaro Magnifique villa vue mer, la plage à 50 m	198995111	Jean-Hubert		Castell-Platja d'Aro	41.79517	3.06064	Entire home/apt	650	3	2	2019-08-17	0.12	1	365
26462887	Casa perfecta para pasar las vacaciones en familia	198993518	Mia		Fornells de la Selva	41.91838	2.81822	Entire home/apt	321	7	0			1	119
26466575	0064-MIMOSES Modern apartment with 1 bedroom	132017348	Apart-Rent		Castelló d'Empúries	42.24299	3.12555	Entire home/apt	79	1	1	2019-08-24	0.07	107	51
26470668	Apartamento Ático entero 8 personas. Terraza.Playa	118975528	Melionor		Lloret de Mar	41.69505	2.82581	Entire home/apt	110	2	3	2020-08-16	0.95	3	180
26484193	Amazing house overlooking the sea!	199167570	Cristina		Sant Feliu de Guíxols	41.77405	3.02967	Entire home/apt	189	3	16	2020-08-30	0.58	1	270
26490190	Habitación privada nr. 1 en Massanes (Montseny)	180134113	Marthe Y Joan		Massanes	41.76224	2.65616	Private room	31	2	5	2019-08-26	0.18	3	364
26494321	Apto. con vista al mar e Islas Medas en Sa Riera	186274443	Neus		Begur	41.97112	3.2127	Entire home/apt	234	5	4	2020-08-22	0.25	1	136
26499093	Casa adosada en Calella de Palafrugell	199293382	Erik		Palafrugell	41.8857	3.17522	Entire home/apt	145	3	10	2020-07-25	0.38	1	364
26504061	Little Home Girona - RM2	39346753	Teresa RM		Girona	41.9886	2.82541	Entire home/apt	91	1	8	2020-02-29	0.29	4	128
26505024	Apartamentos Mas Julià - Piso C	111920670	Josep		Sant Pere Pescador	42.19384	3.09181	Entire home/apt	123	7	0			3	204
26507423	Club Villamar - Wendy	146108117	Club Villamar		Maçanet de la Selva	41.78336	2.69935	Entire home/apt	183	7	0			184	148
26509216	Villa avec Piscine et Panorama sur montagne et mer	199159517	Lila		Palau-saverdera	42.3129	3.13696	Entire home/apt	250	3	9	2019-08-24	0.33	1	173
26510475	Kerstin Bruns - Estudio Antolin with  sea views	162235748	Kerstin		Tossa de Mar	41.71904	2.90253	Entire home/apt	36	5	9	2019-09-06	0.33	56	183
26515232	Ca la Marieta	199428756	Ma ÀNGELS		Blanes	41.67702	2.79133	Entire home/apt	75	4	7	2019-08-27	0.25	1	364
26518380	Fantastic apartment a few meters from the beach in the center of l'Estartit, parking and free wif	189465742	Jordi		Torroella de Montgrí	42.05446	3.20022	Entire home/apt	106	4	7	2019-09-29	0.26	1	363
26518434	Habitación 3 camas con balcón en Blanes.	47403815	Ana		Blanes	41.67839	2.78798	Private room	40	2	15	2019-08-17	0.53	3	269
26518737	Habitación, con cama Queen, con balcón en Blanes.	47403815	Ana		Blanes	41.6784	2.78634	Private room	40	2	7	2018-08-19	0.25	3	269
26520808	Habitación con 2 camas, en el centro de Blanes.	47403815	Ana		Blanes	41.67708	2.78806	Private room	30	2	22	2019-08-20	0.78	3	241
26523694	BRAVAHOLIDAYS-13.Vistas al mar y piscina.1ª linea	14155274	Jordi...		Blanes	41.66617	2.7826	Entire home/apt	72	5	1	2018-08-26	0.04	15	164
26524156	Àmpli i lluminós Apartament Dúplex a Platja d'Aro	199489702	NusDeMar		Castell-Platja d'Aro	41.80352	3.05967	Entire home/apt	170	2	6	2020-07-19	0.22	1	364
26524922	SEAFRONT VIEW-Nice Appartment in Downtown Blanes	161115403	Montse		Blanes	41.67523	2.79056	Entire home/apt	120	2	21	2020-08-28	0.79	1	336
26543768	Apartamento en Cala Salions	174331126	Natalia		Tossa de Mar	41.74784	2.96194	Entire home/apt	120	7	2	2019-08-15	0.13	1	267
26545495	El Noguer de El Trull de l'Agolet	55260691	Nina		Ribes de Freser	42.31885	2.18405	Entire home/apt	125	2	20	2020-10-12	0.72	6	250
26546334	Apartment near the center with pool and parking	197871043	Rosa		Castelló d'Empúries	42.24814	3.12117	Entire home/apt	96	3	7	2020-08-22	0.26	1	364
26552766	Artit D 1	166985548	Inmoestartit		Torroella de Montgrí	42.04305	3.1965	Entire home/apt	161	1	0			34	205
26553711	Casa Diana apartamento A * Lovely Houses Diana	19664641	Cristina		Sant Jordi Desvalls	42.08703	2.95886	Entire home/apt	71	2	72	2020-10-12	2.60	6	343
26554885	Beauté d 1 jour, beauté toujours, (2 pers) luxe	125103248	Carole		Castelló d'Empúries	42.23804	3.12162	Entire home/apt	66	1	87	2020-09-20	3.13	3	364
26555363	Piso en Sant Feliu de Guíxols - Costa Brava	199684972	Montse		Sant Feliu de Guíxols	41.7842	3.03339	Entire home/apt	120	2	9	2020-08-27	0.33	1	335
26556936	Mas Tulsà Tulipa Habitación rural Girona y Bañolas	175851129	Daniel		Sant Julià de Ramis	42.04498	2.86109	Private room	115	1	1	2019-09-13	0.07	5	364
26560601	PRECIOSO APARTAMENTO, TRANQUILO Y FAMILIAR	71796009	Ana		Roses	42.26596	3.1457	Entire home/apt	105	5	1	2019-08-23	0.07	1	178
26565896	BRAVAHOLIDAYS-28.FRENTE AL MAR, TERRAZA Y PISCINA	14155274	Jordi...		Blanes	41.66615	2.78236	Entire home/apt	66	5	1	2019-08-07	0.07	15	164
26567333	CASA TOSSA, VISTAS AL MAR Y ENTORNO NATURAL	199772694	Oscar		Tossa de Mar	41.71083	2.90274	Entire home/apt	90	7	9	2020-08-15	0.32	1	304
26575842	Casa con piscina en Vilobí d'Onyar	45927707	Rimarent		Vilobí d'Onyar	41.89878	2.76888	Entire home/apt	169	3	16	2020-10-19	0.79	35	362
26577660	Mamma Mia  with seaview. Super clean	199850876	Verónica		L'Escala	42.11695	3.14905	Entire home/apt	85	3	8	2020-08-15	0.30	1	179
26580344	Cal Sadurní	179429125	CanSalvans		Ribes de Freser	42.27654	2.18567	Entire home/apt	295	2	4	2020-08-16	0.17	11	358
26580456	Apartaments Mas Julià -Piso D	111920670	Josep		Sant Pere Pescador	42.19434	3.09373	Entire home/apt	185	2	0			3	115
26581097	APARTAMENTO  PISCINA, WIFI, VISTA MAR	196520428	Alex		L'Escala	42.11549	3.15027	Entire home/apt	74	4	1	2019-08-10	0.07	2	222
26581151	PORT 27 (COZY Studio)	104203446	Olga Rubles Int SL		Castelló d'Empúries	42.24518	3.12842	Entire home/apt	51	1	2	2020-08-11	0.17	7	61
26582227	Appartement Empuria Brava	199858704	Joëlle		Castelló d'Empúries	42.2476	3.11898	Entire home/apt	40	7	8	2020-08-15	0.29	1	113
26583404	El Castillito	199879905	David		Pals	41.98159	3.1964	Entire home/apt	206	7	6	2020-08-22	0.23	1	208
26589427	Apartamento vista mar Platja d'Aro (P4M)	198358112	Xic		Castell-Platja d'Aro	41.81874	3.06999	Entire home/apt	130	2	0			5	300
26590115	EXCELLENT APARTMENT NEXT BEACH 6	1298586	Kristjan Y Ana		Tossa de Mar	41.72071	2.93362	Entire home/apt	90	2	3	2018-08-17	0.11	115	71
26592205	Apartamento vista mar con aire (A4M)	198358112	Xic		Castell-Platja d'Aro	41.81961	3.07012	Entire home/apt	130	2	0			5	300
26592814	Apartamento vista mar en Platja d'Aro (P6M)	198358112	Xic		Castell-Platja d'Aro	41.81893	3.0704	Entire home/apt	130	4	0			5	300
26593307	Apartamento vista mar con aire (A6M)	198358112	Xic		Castell-Platja d'Aro	41.81814	3.0687	Entire home/apt	130	4	2	2018-09-06	0.07	5	300
26609395	Little Home Girona - RM3	39346753	Teresa RM		Girona	41.9886	2.82541	Entire home/apt	94	1	50	2020-09-20	1.83	4	356
26614003	Un apartamento con vistas en Maçanet de Cabrenys	24118118	Helena		Maçanet de Cabrenys	42.38521	2.75414	Private room	29	1	11	2019-10-14	0.40	1	115
26615423	Big flat 4 rooms on the sea	198670277	Andree		Castell-Platja d'Aro	41.80838	3.0656	Entire home/apt	111	6	4	2020-08-14	0.15	1	180
26615556	PORT EMPORDA 28-1-A	20931089	Rosesaparts		Castelló d'Empúries	42.24971	3.11763	Entire home/apt	52	2	0			64	365
26615681	SYLVIA 11M	20931089	Rosesaparts		Castelló d'Empúries	42.2395	3.12493	Entire home/apt	50	2	0			64	365
26620527	Apartament tranquil, lluminós i fresquet	32830119	Gemma		Llançà	42.36816	3.16084	Entire home/apt	62	7	1	2020-08-21	0.43	1	361
26628549	Habitación nr. 2	180134113	Marthe Y Joan		Massanes	41.76414	2.65657	Private room	31	2	7	2020-07-18	0.25	3	364
26628909	Habitación privada nr. 3 en Massanes (Montseny)	180134113	Marthe Y Joan		Massanes	41.76208	2.65731	Private room	31	2	15	2019-11-03	0.54	3	89
26631927	Catalunya Casas: Homey Villa Meli in the heart of Costa Brava!	65726695	CatalunyaCasas		Vidreres	41.80022	2.80872	Entire home/apt	241	2	0			21	363
26635364	Villa, piscine, Vue mer, 8 lits, Begur, Espagne	4043268	Fabien		Begur	41.96055	3.22492	Entire home/apt	280	5	0			2	262
26649853	Flateli Urtx	10547296	Flateli		Fontanals de Cerdanya	42.38653	1.91127	Entire home/apt	225	2	1	2019-07-11	0.06	72	240
26650394	Kerstin Bruns - Estudio Carmen with garden	162235748	Kerstin		Tossa de Mar	41.71762	2.89963	Entire home/apt	35	4	1	2019-08-17	0.07	56	183
26650895	Apartamento con vistas al mar	147901937	LeiLa		Tossa de Mar	41.74702	2.96268	Entire home/apt	106	2	7	2019-07-31	0.26	2	178
26652054	Ventana a la Naturaleza	267815422	Karina		Castelló d'Empúries	42.23922	3.12387	Entire home/apt	43	1	3	2018-09-10	0.11	1	364
26652965	House in l'Estartit, near beach	59599202	Bernardo		Torroella de Montgrí	42.05113	3.16693	Entire home/apt	58	5	5	2019-08-13	0.18	1	106
26656542	Kerstin Bruns - Casa Maria	162235748	Kerstin		Tossa de Mar	41.71343	2.90188	Entire home/apt	48	5	2	2019-09-17	0.08	56	183
26664379	SOL Y ESPECTACULARES VISTAS AL MAR	200441751	Olga		Lloret de Mar	41.71313	2.88038	Entire home/apt	85	7	4	2020-10-22	0.17	1	127
26672833	OFERTA DE TEMPORADA! APARTAMENTO CON PISCINA	200356559	Francisco		Roses	42.26738	3.15497	Entire home/apt	95	4	3	2019-08-27	0.20	1	365
26674880	Family home Tossa de Mar	6362985	Solveig		Tossa de Mar	41.71689	2.9302	Entire home/apt	354	6	3	2019-07-22	0.11	6	365
26675406	Apartment in Platja d Aro in the seafront with areas for children - RIDAURA1-1	3357358	Salvador		Castell-Platja d'Aro	41.80851	3.0623	Entire home/apt	101	1	3	2019-08-20	0.18	59	345
26675410	Apartment in Platja d Aro in the seafront with areas for children - RIDAURA1-2	3357358	Salvador		Castell-Platja d'Aro	41.80878	3.06296	Entire home/apt	101	1	3	2019-08-20	0.18	59	365
26675415	Apartment in Platja d Aro in the seafront with areas for children - RIDAURA1-3	3357358	Salvador		Castell-Platja d'Aro	41.80663	3.06225	Entire home/apt	101	1	0			59	365
26676375	traditional country house overlooking the sea	80504784	Christian		Tossa de Mar	41.72039	2.92151	Entire home/apt	175	4	7	2020-08-20	0.43	1	79
26683736	Estel de Begur, casa centro piscina&vistas al mar	200607810	Alex		Begur	41.95702	3.20614	Entire home/apt	243	2	31	2020-09-27	1.14	1	146
26686316	Single private room: Empuries	127686898	Rosa		L'Escala	42.12503	3.13433	Private room	29	2	12	2019-09-27	0.45	3	365
26694719	Carrer portal	127724882	Evelyne		Tossa de Mar	41.71777	2.9318	Private room	50	30	8	2018-12-25	0.29	1	90
26697633	Calella Port Bo. Les Voltes 2 - Live a special vacation in Costa Brava!	109716786	EasyFlat		Palafrugell	41.88877	3.18489	Entire home/apt	82	1	5	2020-02-23	0.18	14	335
26700596	PEACEFUL DELUXE ROOM EMERALD CLOSE TO AIRPORT	6937172	Liesbeth And Cees		Caldes de Malavella	41.86813	2.79181	Private room	89	1	2	2019-08-04	0.12	3	326
26701661	Apartamento Thalassa Star	12311702	Carolina		Roses	42.2663	3.1623	Entire home/apt	165	6	1	2018-08-23	0.04	3	46
26703626	Gran terraza privada	91089867	Nino		Tossa de Mar	41.72377	2.93321	Entire home/apt	120	6	0			1	89
26704676	STUDIO AVEC JARDIN PRIVÉ CENTRE CADAQUÉS	14954978	Armelle		Cadaqués	42.29226	3.27742	Entire home/apt	70	2	8	2019-06-30	0.29	2	85
26706681	Ático nuevo La Bòbila de Palafrugell	81511754	David & Mireia		Palafrugell	41.91819	3.16708	Entire home/apt	114	2	18	2020-09-13	0.66	1	45
26709430	PALAMOS. 2 FLOORS 400m TO BEACH. 4 DOUBLE ROOMS	181850470	Marian		Palamós	41.8517	3.11745	Entire home/apt	250	30	5	2020-01-02	0.19	1	362
26710336	Villa Tulipa,10+p, airco, wifi, pool, beach 500 mt	37464950	Ilona		Lloret de Mar	41.70899	2.87917	Entire home/apt	219	3	7	2020-07-04	0.27	1	303
26710768	Apartament Poble Sec	200828748	Pere		L'Escala	42.11591	3.12909	Entire home/apt	70	2	25	2020-09-26	0.91	1	331
26713489	loue appartement à Cala Salions ( TOSSA DE MAR )	200862702	Nathalie		Tossa de Mar	41.74776	2.96347	Entire home/apt	59	7	10	2020-08-01	0.53	1	246
26725721	Club Villamar - Mallrovi	144741996	Club Villamar		Calonge	41.8755	3.06184	Entire home/apt	154	7	0			86	93
26728781	Beach appartment in Blanes	192325979	Narcis		Blanes	41.67722	2.79828	Entire home/apt	80	2	5	2020-07-22	0.33	1	180
26735307	Casa tipica en Cadaques	28847581	Javier		Cadaqués	42.28816	3.27552	Entire home/apt	180	2	3	2020-09-13	0.30	1	365
26736941	Despierta con la brisa marina en este apartamento de la Costa Brava	14592262	Carlos		Palafrugell	41.88993	3.17587	Entire home/apt	171	4	13	2020-08-31	0.46	1	157
26737863	L´EIXIDA DE CAN TAPIS	129825613	Josep		Camós	42.07699	2.77524	Entire home/apt	410	2	1	2018-10-14	0.04	6	241
26738330	UNIQUE PEACEFUL FAMILYROOM RUBY CLOSE TO AIRPORT	6937172	Liesbeth And Cees		Caldes de Malavella	41.86821	2.79203	Private room	95	1	1	2019-08-10	0.07	3	326
26738730	Amazing terrace in the old town.*G*	10547296	Flateli		Girona	41.98795	2.82606	Entire home/apt	98	2	28	2020-08-16	01.03	72	261
26738812	EL TRULL DE CAN TAPIS	129825613	Josep		Camós	42.07921	2.77545	Entire home/apt	240	2	1	2019-09-02	0.07	6	156
26738972	Casa de La Bella Vista,8 pers  zoutwater zwembad,	47023358	Carla		Santa Cristina d'Aro	41.8637	3.00422	Entire home/apt	130	7	0			33	205
26740221	Stylish Apartment with Large Terrace and Parking	117151524	Gerard		Girona	41.97705	2.80633	Entire home/apt	73	3	24	2020-10-09	0.86	14	360
26757367	Plena naturaleza en el Baix Emporda (Costa Brava)	194022904	Marga & Ben		Forallac	41.94193	3.11067	Entire home/apt	60	2	52	2020-09-17	1.92	1	350
26763075	LUXERY SUITE IN A PERFECT GIRONA LOCATION	6937172	Liesbeth And Cees		Caldes de Malavella	41.86745	2.79279	Private room	95	1	8	2020-08-20	0.29	3	321
26765364	Casa Bonita	5091558	Petra		Roses	42.28292	3.16604	Entire home/apt	96	7	8	2020-10-04	0.33	14	329
26767404	Beautiful & typical rural house	201269706	Carmen		Sant Pau de Segúries	42.2626	2.36647	Private room	35	1	73	2020-10-04	2.70	1	175
26769743	Begur Ibiza style Casa Ina with private pool.	23446010	Marcel		Begur	41.9565	3.20499	Entire home/apt	300	7	1	2020-08-15	0.40	5	300
26770245	Appartement T3 proche plage	196984556	Marie		Roses	42.26409	3.1755	Entire home/apt	60	6	12	2020-01-15	0.45	1	362
26772282	Casa Preciosa	5091558	Petra		Roses	42.29105	3.17762	Entire home/apt	89	7	4	2020-09-14	0.25	14	308
26774251	Historic, dog-friendly townhouse w/ a full kitchen in a central location!	103552215	Vacasa Spain		Agullana	42.39467	2.84437	Entire home/apt	104	3	2	2019-09-14	0.12	18	363
26777854	Vivienda con piscina independiente en Costa brava	201351649	Miguel		Calonge	41.87541	3.06119	Entire home/apt	143	2	9	2020-08-22	0.34	1	364
26781254	HOTEL BONSOL DESCANSO Y RELAX AL SOL 7	185674473	Federico		Lloret de Mar	41.70439	2.85696	Private room	31	1	16	2019-11-02	0.58	9	354
26792699	FANTASTIC APARTMENT NEAR THE BEACH	78065263	Integral		Palamós	41.85072	3.12502	Entire home/apt	112	3	0			26	1
26794010	Apartamento nuevo a 100 metros de la playa	186190997	Jordi		Blanes	41.6638	2.78265	Entire home/apt	64	4	11	2020-01-03	0.40	1	364
26796609	Brisa Blanca SA RIERA Begur, private parking	3194412	Cloud5 Barcelona		Begur	41.97109	3.20655	Entire home/apt	128	1	4	2020-07-29	0.15	11	365
26800188	Primera linea de mar. Vistas espectaculares	10450924	The Goldhome		Castelló d'Empúries	42.23934	3.12372	Entire home/apt	58	7	1	2018-08-15	0.04	31	37
26801264	Cosy Chalet in Begur (3 bedrooms)	27312869	Erwin		Begur	41.94602	3.20107	Entire home/apt	86	4	5	2020-08-16	0.19	1	365
26805283	Un apartamento con vistas en S'Agaró	156003546	Gemma		Sant Feliu de Guíxols	41.7823	3.0402	Entire home/apt	80	3	8	2020-09-06	0.32	1	179
26807656	CASA PALS PLAYA	72345836	Victor		Pals	41.98736	3.19385	Entire home/apt	180	7	3	2019-08-10	0.11	1	115
26809463	Marina Park Fragata	201593882	Paloma		Calonge	41.84411	3.09513	Entire home/apt	77	7	1	2020-03-07	0.13	1	307
26810582	Casa Diana * en medio de campos y bosques del Empordà	19664641	Cristina		Sant Jordi Desvalls	42.08544	2.95331	Entire home/apt	58	2	88	2020-10-12	3.24	6	350
26813129	APARTAMENTO EN BOLVIR, CERDANYA	174250007	Toni		Bolvir	42.4205	1.88463	Entire home/apt	140	6	2	2018-08-25	0.07	1	180
26814209	Arbúcies - Pisos Masferrer 2A	159173893	Rita		Arbúcies	41.81963	2.51523	Entire home/apt	63	1	44	2020-10-25	1.59	4	353
26822001	El mirador de l'Empordà	108169048	Cris		Castelló d'Empúries	42.23876	3.12321	Entire home/apt	61	2	24	2020-08-09	0.88	1	269
26826350	Apart. con encanto Calella de Palafrugell (centro)	7020677	Enric		Palafrugell	41.89189	3.18488	Entire home/apt	114	6	2	2018-09-24	0.08	1	65
26828766	0131-PORT MOXO Apartment with terrace and view on the canal	132017348	Apart-Rent		Castelló d'Empúries	42.24908	3.13178	Entire home/apt	94	1	0			107	262
26829878	Casa Port Estrella	201234420	Josep		Roses	42.27074	3.14524	Entire home/apt	150	7	1	2019-08-05	0.07	1	365
26830142	Appartement Gran Canal - vacances en Espagne	201765399	Nadine		Castelló d'Empúries	42.25941	3.14833	Entire home/apt	93	14	0			1	263
26832385	Estudio muy sencillo en zona tranquila.	196717347	Francisca		L'Escala	42.11496	3.12895	Entire home/apt	55	7	7	2020-08-31	0.26	2	180
26832730	Paula: Apartment with sea view, and communal pool	8345284	Tetyana De K3HOMES		L'Escala	42.11851	3.13597	Entire home/apt	99	1	0			57	58
26832740	Sandra: Apartment with sea view, and communal pool	8345284	Tetyana De K3HOMES		L'Escala	42.11846	3.13799	Entire home/apt	99	1	0			57	210
26832758	Simone: House with large private garden and communal pool	8345284	Tetyana De K3HOMES		L'Escala	42.1071	3.14857	Entire home/apt	99	1	1	2018-10-14	0.04	57	63
26833624	Celebracions, retreats & groups - Mas Sant Nicolau	12536068	Helen		Ordis	42.20254	2.89144	Entire home/apt	1453	2	0			8	357
26833830	Casa Diana Apartamento C * Lovely Houses Diana	19664641	Cristina		Sant Jordi Desvalls	42.08544	2.95331	Entire home/apt	64	2	65	2020-09-27	2.36	6	357
26833832	Ático con vistas a la bahía de Cadaqués-204	198562674	Agencia Pianc		Cadaqués	42.29442	3.27843	Entire home/apt	94	2	28	2020-10-12	01.09	15	75
26834673	Apartamento confortable con jardín - Platja d'Aro	201798330	Eduard		Castell-Platja d'Aro	41.82652	3.07397	Entire home/apt	200	1	8	2020-08-16	0.30	1	246
26837979	Duplex con piscina y vistas al mar	10450924	The Goldhome		Roses	42.24301	3.20391	Entire home/apt	146	7	3	2020-08-15	0.11	31	365
26857201	Beautiful luxury home with a pool in the garden	23226762	Erika		Girona	41.98349	2.82591	Entire home/apt	395	3	0			3	365
26857649	Apartment 6 Pers Sea View and Port !!	95391346	Romain		Roses	42.25517	3.18327	Entire home/apt	54	1	3	2019-03-03	0.11	12	63
26862170	Apartament alt standig	201281813	Alba		Cadaqués	42.29019	3.27659	Entire home/apt	60	2	76	2020-10-25	2.72	1	357
26862768	Lujo y comodidad en una acogedora casa de pueblo	197030658	Pepa		L'Escala	42.12621	3.13128	Entire home/apt	220	7	12	2020-08-30	0.44	1	364
26867349	Mas Can Sot lll_El Niu - Apartamento acogedor en un entorno natural	114136666	Marina		Pont de Molins	42.30882	2.93478	Entire home/apt	154	1	2	2020-08-28	0.72	7	342
26882928	Apartamento Penthouse Privado	168505000	Raquel		Begur	41.96347	3.22635	Entire home/apt	960	1	0			6	300
26888160	Apartamento a 100 m. de la playa de Empuriabrava	56470134	Corina		Castelló d'Empúries	42.23909	3.12272	Entire home/apt	81	2	1	2019-08-24	0.07	43	365
26889826	Apartament Can Jeroni	202268100	Roser		Figueres	42.26698	2.96445	Entire home/apt	57	2	3	2019-08-10	0.12	1	363
26892080	Chalet piscina privada & magníficas vistas, AR-2	4629712	Immo Cala Marquesa		Palafrugell	41.88337	3.17514	Entire home/apt	153	4	5	2020-09-20	0.19	37	77
26906578	Turisme Rural Cal pastor d'Albons (L'eixida)	136543624	Josep Lluís I Zaida		Albons	42.10353	3.08676	Entire home/apt	95	2	19	2020-09-27	0.70	3	265
26908678	S'Agaro	7613656	Laura		Sant Feliu de Guíxols	41.79241	3.04839	Entire home/apt	250	2	2	2020-07-18	0.14	1	364
26909446	Beautiful Seafront Apartment	3279503	Núria		Palamós	41.84786	3.12679	Entire home/apt	85	3	9	2019-12-23	0.33	2	270
26909641	Mas Costa	17033869	Kaire		Sant Ferriol	42.19499	2.68139	Entire home/apt	70	2	31	2020-10-25	1.15	4	124
26915620	Apartamento en primera linea de mar	202506381	Eduard		Roses	42.2659	3.16153	Entire home/apt	125	7	0			1	365
26916891	un apartamento vistas mar platja aro	87231721	Alex		Castell-Platja d'Aro	41.81793	3.06847	Entire home/apt	68	2	21	2020-09-09	0.77	2	0
26918903	Piso economico en la Costa Brava	202452083	Cristina		Girona	41.98596	2.82245	Entire home/apt	120	1	2	2018-08-01	0.07	1	180
26933678	Dolphin House New apartments with fantastic  view	202655919	Viktor		Lloret de Mar	41.70108	2.8531	Entire home/apt	45	31	0			1	364
26936967	0132-PORT MOXO Apartment on the canal with views	132017348	Apart-Rent		Castelló d'Empúries	42.25089	3.13115	Entire home/apt	94	1	0			107	293
26937412	Piso comodísimo con piscina y cerca de la playa	202681345	Miguel		Castell-Platja d'Aro	41.80935	3.06332	Entire home/apt	140	7	1	2019-07-15	0.06	1	108
26937740	1 APARTAMENTO CERCA DE LA PLAYA 6	39030020	Sonia		Lloret de Mar	41.70198	2.84613	Entire home/apt	58	2	9	2019-08-29	0.34	7	365
26940442	1 APARTAMENTO CERCA DE LA PLAYA	39030020	Sonia		Lloret de Mar	41.70154	2.84688	Entire home/apt	59	2	2	2020-07-27	0.09	7	365
26940595	apartamento con vistas cala sa riera	87231721	Alex		Begur	41.97083	3.21141	Entire home/apt	85	3	11	2020-09-27	0.43	2	0
26942930	Your Costa Brava Holiday Home Steps From the Beach	202719257	Ann		Llançà	42.36545	3.1623	Entire home/apt	200	7	3	2019-08-25	0.19	1	0
26944202	casa  "Las Mimosas" (Blanes-Lloret de mar)	60467737	Marc		Blanes	41.69048	2.80663	Entire home/apt	94	1	12	2019-08-24	0.46	1	350
26946644	ideal accommodation near Llançà and Roses	39354782	Francesc		Vilajuïga	42.33261	3.09491	Entire home/apt	68	2	4	2020-07-08	0.17	4	89
26947752	Квартира в Lloret de Mar. Apartamento en Lloret	10608588	Марина		Lloret de Mar	41.70343	2.85703	Entire home/apt	140	3	1	2018-09-29	0.04	1	99
